LINHA,TIPO_EMBARCACAO,MAT_CASCO,COMPRIMENTO,BOCA,CALADO,PONTAL,POTENCIA,VELOCIDADE,NUM_PROP,TPB,DESLOC_LEVE,NUM_GERADORES,CAP_PASSAGEIROS,CAP_CARGA,TRIPULANTES,DURACAO_VIAGEM,CONSUMO_COMBUSTIVEL
SANTAREM - ORIXIMINA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,37.0,8.0,2.22,2.7,600,13,1,450,85,2,266,406,7,10.0,700.0
BAGRE - BREVES,LANCHA,ALUMINIO,20.0,4.6,1.5,1.7,477,23,1,15,4,1,48,0,3,3.0,75.0
BREVES - PORTEL,LANCHA,ALUMINIO,25.0,5.0,0.7,2.5,290,22,2,20,4,1,87,0,2,2.0,160.0
BREVES - PORTEL,LANCHA,ALUMINIO,21.99,3.9,1.0,2.0,360,25,2,16,5,1,98,12,3,1.7,150.0
TEFE - UARINI,PASSAGEIRO/CARGA GERAL,MADEIRA,23.0,6.0,1.6,1.8,100,12,1,60,12,1,12,50,3,6.0,120.0
MANAUS - BERURI,PASSAGEIRO/CARGA GERAL,MADEIRA,26.5,6.0,1.62,2.2,280,12,1,28,8,1,72,22,6,12.0,400.0
MANAUS - JANAUACA,PASSAGEIRO/CARGA GERAL,MADEIRA,19.0,4.0,1.85,2.2,160,10,1,35,5,1,65,30,2,5.0,200.0
ANAJAS - BREVES,PASSAGEIRO/CARGA GERAL,MADEIRA,25.0,6.0,1.5,2.2,450,14,1,65,12,2,75,50,3,15.0,300.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,14.0,3.8,1.2,1.6,270,16,1,25,6,1,66,0,3,0.6,20.0
MACAPA - BAILIQUE,PASSAGEIRO/CARGA GERAL,MADEIRA,19.0,4.5,1.0,1.8,240,14,1,16,4,2,60,12,3,12.0,220.0
TABATINGA - BENJAMIN CONSTANT,CHATA,FIBRA,7.2,1.9,0.7,1.0,200,40,1,10,3,1,16,8,1,0.5,50.0
MACAPA - BREVES,PASSAGEIRO/CARGA GERAL,ACO NAVAL,24.0,6.0,1.2,1.6,270,15,2,100,20,5,100,80,4,14.0,700.0
ITAITUBA - AVEIRO,PASSAGEIRO/CARGA GERAL,MADEIRA,18.0,4.0,1.0,1.2,200,12,1,24,5,1,45,20,3,7.0,150.0
MACAPA - BAILIQUE,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,5.2,1.7,2.3,280,14,1,100,24,1,100,88,4,12.0,225.0
SANTAREM - CACHOEIRA DO ARUA,PASSAGEIRO,MADEIRA,21.0,7.5,1.2,1.4,160,14,1,20,5,1,50,20,2,8.0,250.0
MUANA - CACHOEIRA DO ARARI,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,4.8,2.31,2.5,150,20,1,60,13,1,30,44,4,9.0,150.0
BAGRE - BREVES,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,4.0,1.3,1.5,114,10,1,58,12,1,36,36,4,3.0,50.0
TABATINGA - BENJAMIN CONSTANT,CHATA,FIBRA,7.82,1.7,0.6,1.0,200,30,1,16,3,0,22,12,1,0.5,40.0
JURUTI - JURUTI VELHO,PASSAGEIRO/CARGA GERAL,MADEIRA,17.83,4.0,0.97,1.3,114,10,2,21,4,0,64,20,2,3.0,50.0
SANTAREM - ARAPIUNS,PASSAGEIRO/CARGA GERAL,MADEIRA,16.8,4.8,1.2,1.4,156,15,2,55,12,2,77,48,3,8.0,200.0
PORTO VELHO - CALAMA,CHATA,MADEIRA,25.2,6.0,1.8,3.2,357,16,1,100,20,1,90,75,3,8.0,400.0
MANAUS - BERURI,PASSAGEIRO/CARGA GERAL,MADEIRA,29.0,6.4,2.4,2.6,400,15,1,168,40,1,140,150,4,18.0,700.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,21.0,4.0,0.8,1.2,150,11,1,29,7,1,88,0,3,0.8,30.0
MANAUS - CAAPIRANGA,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,7.0,1.2,1.9,160,12,1,109,21,1,64,35,3,12.0,400.0
MACAPA - CHAVES,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,6.8,1.7,2.0,190,15,1,93,19,1,105,80,5,6.0,250.0
SANTAREM - ALENQUER,PASSAGEIRO/CARGA GERAL,MADEIRA,25.7,6.4,1.69,2.7,360,14,1,400,78,1,142,330,4,5.0,200.0
SANTAREM - AVEIRO,PASSAGEIRO/CARGA GERAL,MADEIRA,27.5,6.0,1.8,2.0,373,15,1,100,20,2,100,85,4,14.0,600.0
MACAPA - BAILIQUE,PASSAGEIRO/CARGA GERAL,MADEIRA,16.5,4.3,0.7,1.17,114,12,1,105,18,1,35,90,3,8.0,140.0
SANTAREM -  CURICACA,PASSAGEIRO/CARGA GERAL,MADEIRA,23.6,3.7,1.6,2.0,160,15,1,16,3,1,66,14,3,8.0,100.0
TABATINGA - BENJAMIN CONSTANT,CHATA,FIBRA,17.75,2.25,0.69,0.8,200,40,1,13,3,1,14,10,1,0.5,45.0
SANTAREM - LAGO GRANDE,PASSAGEIRO/CARGA GERAL,MADEIRA,18.3,3.75,1.2,1.7,160,15,1,11,3,0,40,10,2,6.0,80.0
SANTAREM - CURUA,PASSAGEIRO/CARGA GERAL,MADEIRA,12.0,3.6,1.2,2.3,114,15,1,15,5,1,37,12,2,4.0,80.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,16.5,3.4,1.5,1.8,125,12,1,62,14,1,80,0,3,0.6,30.0
BELEM - PONTA DE PEDRAS,OUTRO,MADEIRA,21.0,2.9,1.6,2.0,114,20,1,29,7,1,15,20,3,4.0,70.0
SANTAREM - ALENQUER,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,6.0,1.26,2.3,200,10,2,135,26,2,99,100,4,5.0,200.0
VITORIA DO XINGU - ALMEIRIM,PASSAGEIRO/CARGA GERAL,MADEIRA,19.0,5.0,1.5,1.8,270,10,1,45,12,2,60,40,5,14.0,400.0
TABATINGA - BENJAMIN CONSTANT,CHATA,FIBRA,7.16,1.76,0.45,1.0,150,15,1,7,3,1,14,6,1,0.5,45.0
BELEM - ACARA,PASSAGEIRO/CARGA GERAL,MADEIRA,17.0,3.95,0.8,1.1,350,12,1,18,4,2,25,16,3,3.0,60.0
SANTAREM - SURUACA,LANCHA,MADEIRA,19.5,4.5,1.0,1.9,114,25,1,22,5,1,53,22,3,6.0,220.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,14.8,2.85,0.75,1.0,125,12,1,29,7,1,60,0,3,0.8,20.0
JURUTI - OBIDOS,PASSAGEIRO/CARGA GERAL,MADEIRA,19.96,4.8,1.09,1.5,170,10,1,28,5,1,47,23,3,5.0,80.0
BELEM - SANTA CRUZ DO ARARI,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,4.2,1.8,2.5,200,17,2,55,10,2,40,50,4,5.0,250.0
SANTAREM - ARAPIUNS,PASSAGEIRO/CARGA GERAL,MADEIRA,17.0,3.5,1.1,2.0,160,15,1,15,4,1,25,14,2,8.0,250.0
BELEM - SANTA CRUZ DO ARARI,LANCHA,MADEIRA,22.0,5.1,1.5,1.9,375,14,1,68,10,2,81,55,4,6.0,300.0
PARINTINS - MAUES,PASSAGEIRO/CARGA GERAL,MADEIRA,25.8,7.8,1.8,2.3,315,18,1,120,25,1,84,98,4,16.0,300.0
TABATINGA - BENJAMIN CONSTANT,CHATA,FIBRA,7.62,2.29,2.3,2.8,250,30,1,11,3,0,18,9,1,0.5,40.0
MANAUS - MANAQUIRI,PASSAGEIRO/CARGA GERAL,MADEIRA,10.0,3.0,1.5,2.0,130,30,1,109,21,0,38,0,2,2.0,220.0
MANAUS - RIO PRETO DA EVA,PASSAGEIRO/CARGA GERAL,MADEIRA,22.8,5.8,1.8,2.3,200,13,1,90,20,2,96,70,3,9.0,400.0
MANAUS - BORBA,PASSAGEIRO/CARGA GERAL,MADEIRA,24.1,6.18,1.4,1.9,270,11,1,40,6,2,93,32,5,23.0,700.0
BELEM - BOA VISTA DO ACARA,PASSAGEIRO,MADEIRA,12.6,2.8,1.7,2.1,190,10,1,18,4,0,45,8,3,0.5,7.0
CAMETA - TUCURUI,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,3.8,2.0,2.3,114,10,1,25,4,0,50,20,4,10.0,200.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,18.0,4.2,1.3,1.9,460,20,1,35,7,1,60,0,2,2.0,150.0
MACAPA - BAILIQUE,PASSAGEIRO/CARGA GERAL,MADEIRA,27.0,6.3,1.2,1.9,315,13,1,105,18,2,88,90,4,12.0,300.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,16.96,2.96,0.49,1.0,160,14,1,29,7,1,68,0,3,0.8,30.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,19.0,3.8,0.9,1.5,400,28,1,35,7,0,60,0,2,2.0,150.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,18.0,3.7,1.2,1.6,270,12,1,29,7,1,100,0,3,0.8,30.0
ICOARACI - COTIJUBA,PASSAGEIRO/CARGA GERAL,MADEIRA,17.0,2.8,2.0,2.5,170,18,2,19,6,2,100,15,3,0.8,40.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,16.0,5.0,0.9,1.3,480,25,1,35,7,0,45,0,2,2.0,150.0
MANAUS - AUTAZES,PASSAGEIRO/CARGA GERAL,MADEIRA,25.0,7.0,1.5,1.9,200,12,2,136,25,2,99,117,4,8.0,300.0
BOA VISTA DO RAMOS - MAUES,CHATA,MADEIRA,22.0,5.5,1.2,1.6,200,12,1,25,5,2,35,15,2,2.5,300.0
ABAETETUBA - LIMOEIRO DO AJURU,PASSAGEIRO/CARGA GERAL,MADEIRA,25.0,3.0,1.0,1.5,300,14,1,20,6,1,45,0,2,4.0,200.0
SANTAREM - ITAITUBA,PASSAGEIRO/CARGA GERAL,MADEIRA,21.0,5.8,1.6,2.6,160,17,1,36,7,2,77,30,4,11.0,500.0
MACAPA - BAILIQUE,PASSAGEIRO/CARGA GERAL,MADEIRA,23.37,5.8,1.55,1.83,180,17,1,95,20,1,100,70,7,12.0,300.0
SANTA CRUZ DO ARARI - CACHOEIRA DO ARARI,LANCHA,ALUMINIO,13.0,3.0,1.0,1.8,490,30,1,33,7,0,16,0,2,1.8,90.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,12.0,3.2,0.45,1.0,190,12,1,29,7,1,60,0,3,0.8,30.0
SANTAREM - CACHOEIRA DO ARUA,PASSAGEIRO/CARGA GERAL,MADEIRA,21.0,5.3,1.65,2.15,180,10,1,80,16,2,95,68,4,6.0,185.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,16.0,4.2,1.3,1.9,390,30,1,35,7,0,60,0,2,2.0,150.0
MANAUS - CAREIRO DA VARZEA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,37.0,7.51,1.02,1.54,250,13,2,198,35,1,80,150,6,2.0,200.0
BREVES - PORTEL,LANCHA,ALUMINIO,18.0,2.0,0.8,1.0,290,28,2,33,7,0,61,0,2,1.7,130.0
SANTAREM - TERRA SANTA,PASSAGEIRO/CARGA GERAL,MADEIRA,26.7,6.2,1.38,1.85,315,14,1,80,15,1,99,60,7,20.0,500.0
BELEM - SAO SEBASTIAO DA BOA VISTA,PASSAGEIRO/CARGA GERAL,MADEIRA,29.0,6.9,1.7,2.0,315,14,1,120,20,2,170,110,6,7.0,300.0
MANAUS - NOVA ALIANCA,LANCHA,ALUMINIO,17.2,3.85,1.0,1.3,250,25,1,35,7,1,70,0,2,2.0,150.0
BELEM - SAO FRANCISCO,LANCHA,ALUMINIO,21.7,3.8,0.45,1.15,400,28,2,15,5,0,95,7,3,0.8,70.0
MANAUS - TERRA NOVA,LANCHA,ALUMINIO,17.95,3.0,0.8,1.1,250,25,1,35,7,1,60,0,2,1.8,200.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,18.0,4.2,1.0,1.4,420,22,1,35,7,0,65,0,2,2.0,150.0
ANORI - MANACAPURU,PASSAGEIRO/CARGA GERAL,MADEIRA,21.0,4.8,1.0,1.45,180,14,1,109,21,1,40,0,2,8.0,500.0
BREVES - PORTEL,LANCHA,ACO NAVAL,25.0,3.5,0.8,1.5,600,19,2,20,4,1,114,0,2,1.7,140.0
ICOARACI - COTIJUBA,PASSAGEIRO/CARGA GERAL,MADEIRA,13.0,3.2,0.8,1.6,313,10,1,40,7,1,50,0,2,0.8,50.0
ANORI - MANACAPURU,LANCHA,MADEIRA,21.0,5.7,2.0,2.8,170,20,1,28,5,1,45,0,2,8.0,500.0
BELEM - BARCARENA,LANCHA,ALUMINIO,21.0,4.5,1.5,1.9,420,25,1,30,4,0,70,0,3,0.8,60.0
BELEM - MUANA,LANCHA,ALUMINIO,20.0,2.0,1.2,1.4,1800,26,2,20,6,1,98,0,3,3.0,400.0
CAMETA - LIMOEIRO DO AJURU,LANCHA,ALUMINIO,19.0,2.9,1.2,1.4,420,28,1,35,7,1,82,0,3,2.0,100.0
ALENQUER - CURUA,LANCHA,ALUMINIO,16.0,4.0,0.9,1.2,650,15,1,35,7,1,30,0,2,1.0,50.0
MANAUS - JANAUACA,PASSAGEIRO,ALUMINIO,18.0,8.0,1.0,1.8,170,12,2,42,8,1,55,35,2,1.5,250.0
BREVES - PORTEL,LANCHA,ALUMINIO,19.4,3.2,0.5,2.2,200,23,2,10,8,1,54,5,2,1.8,100.0
MANAUS - JANAUACA,PASSAGEIRO,ALUMINIO,18.0,3.0,1.0,1.3,190,18,1,26,4,0,70,19,2,1.8,150.0
MANAUS - CAREIRO DA VARZEA,PASSAGEIRO,ALUMINIO,21.3,3.8,1.1,1.45,550,25,1,40,7,0,91,0,2,1.0,70.0
MANAUS - CAREIRO DA VARZEA,PASSAGEIRO,ALUMINIO,17.0,3.0,1.0,1.2,290,25,1,25,4,0,54,20,1,1.0,70.0
BELEM - SAO FRANCISCO,LANCHA,ALUMINIO,16.0,3.2,1.4,2.0,400,25,1,32,5,1,78,0,2,0.8,90.0
BELEM - SAO FRANCISCO,LANCHA,ALUMINIO,19.0,3.5,2.0,2.4,410,21,1,20,6,1,70,0,3,0.8,60.0
PORTO DE MOZ - GURUPA,LANCHA,ALUMINIO,8.0,2.0,1.0,1.4,150,18,1,30,8,1,20,0,2,2.0,80.0
BELEM - BARCARENA,LANCHA,ALUMINIO,19.72,3.57,0.8,1.4,125,20,1,15,5,0,90,0,3,0.8,80.0
PORTO DE MOZ - GURUPA,LANCHA,ALUMINIO,12.0,2.8,1.0,1.3,350,18,1,26,5,1,25,0,2,2.0,60.0
MANAUS - PARANA DA EVA,LANCHA,ALUMINIO,21.1,3.1,1.0,1.2,552,15,2,28,7,0,64,0,2,3.0,150.0
BELEM - SOURE,LANCHA,ALUMINIO,39.0,5.3,1.6,2.2,1600,25,2,480,85,2,171,400,4,2.0,600.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,17.0,4.0,0.8,1.4,390,25,1,35,7,0,50,0,2,2.0,150.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,16.0,6.0,0.9,1.2,400,30,1,17,3,1,56,0,1,1.0,200.0
MANAUS - TERRA NOVA,PASSAGEIRO,ALUMINIO,15.3,2.51,1.0,1.0,290,25,1,15,6,0,48,12,2,2.0,100.0
MANAUS - CACAU PEREIRA,PASSAGEIRO,ALUMINIO,16.0,2.6,1.0,1.8,250,24,1,23,5,0,56,18,1,0.3,10.0
BELEM - BARCARENA,LANCHA,ALUMINIO,19.0,4.0,2.0,2.0,480,25,1,60,12,0,80,0,3,0.8,60.0
BELEM - SAO FRANCISCO,LANCHA,ACO NAVAL,17.6,3.6,1.4,2.3,410,18,1,21,6,1,91,0,3,0.8,75.0
ICOARACI - COTIJUBA,LANCHA,ALUMINIO,19.92,4.0,0.75,1.35,580,20,2,15,5,1,95,11,4,1.7,100.0
ABAETETUBA - MUANA,LANCHA,ACO NAVAL,18.0,3.5,1.5,1.8,420,18,1,15,6,1,90,0,3,1.8,180.0
BERURI - MANACAPURU,LANCHA,MADEIRA,21.0,5.7,2.0,2.8,170,20,3,26,5,0,50,20,2,3.0,90.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,20.0,5.0,1.1,1.7,500,20,1,35,7,0,65,0,2,2.0,150.0
BELEM - LIMOEIRO DO AJURU,LANCHA,ALUMINIO,23.7,4.0,0.55,0.66,450,18,1,30,7,1,98,0,3,4.0,300.0
ABAETETUBA - LIMOEIRO DO AJURU,LANCHA,ALUMINIO,20.0,3.0,1.2,1.4,550,25,1,15,4,1,75,0,2,2.0,150.0
BERURI - MANACAPURU,LANCHA,MADEIRA,17.3,2.96,0.6,1.24,400,12,2,20,5,1,40,15,2,3.8,275.0
BELEM - SAO FRANCISCO,LANCHA,ALUMINIO,20.0,4.1,1.2,1.4,190,22,1,45,9,1,112,0,3,0.8,70.0
BELEM - SAO FRANCISCO,LANCHA,ALUMINIO,21.0,3.0,1.3,1.9,215,24,1,40,9,1,93,0,3,0.8,70.0
BELEM - BARCARENA,LANCHA,ALUMINIO,10.0,3.0,1.0,1.2,410,22,1,30,10,1,58,0,3,0.8,60.0
BELEM - PONTA DE PEDRAS,LANCHA,ACO NAVAL,30.0,6.5,2.2,3.1,500,25,1,30,8,1,220,0,5,2.3,90.0
MANAUS - CAREIRO DA VARZEA,PASSAGEIRO,ALUMINIO,17.6,3.1,1.6,1.75,250,25,1,25,5,0,70,20,2,1.0,150.0
BELEM - SANTA CRUZ DO ARARI,LANCHA,ALUMINIO,21.35,4.03,0.47,1.9,720,25,2,35,10,1,90,0,5,5.0,400.0
MANAUS - CAREIRO DA VARZEA,PASSAGEIRO,ALUMINIO,17.4,3.1,0.9,1.1,210,18,2,26,5,0,56,20,3,1.0,200.0
MANAUS - JANAUACA,PASSAGEIRO,ALUMINIO,18.0,3.6,1.3,1.6,215,14,2,46,7,1,85,40,2,2.0,200.0
MANAUS - MANAQUIRI,LANCHA,ALUMINIO,19.0,4.8,1.6,2.7,600,35,1,35,7,1,48,0,2,1.0,155.0
BELEM - BARCARENA,LANCHA,ALUMINIO,21.6,3.38,0.62,1.0,390,20,2,12,4,0,90,0,4,0.7,80.0
MANAUS - LAGO DO REI,LANCHA,ALUMINIO,15.6,3.0,1.2,1.6,290,20,2,25,5,1,50,0,3,4.0,200.0
OBIDOS - MANAUS,FERRY BOAT,ACO NAVAL,59.0,13.0,2.35,3.0,1200,12,2,1110,215,2,1330,890,10,40.0,350.0
SANTAREM -  CURICACA,PASSAGEIRO/CARGA GERAL,MADEIRA,19.0,4.6,1.2,2.0,114,17,2,20,4,2,45,18,3,8.0,60.0
ALENQUER - CURUA,PASSAGEIRO/CARGA GERAL,MADEIRA,15.75,3.75,1.3,1.4,400,13,1,15,2,1,30,13,2,3.0,50.0
BELEM - ACARA NOVO,PASSAGEIRO,MADEIRA,8.0,2.5,1.0,1.2,113,10,1,20,5,1,10,0,2,3.0,10.0
MACAPA - AFUA,PASSAGEIRO/CARGA GERAL,MADEIRA,22.8,6.18,1.67,2.15,190,17,1,65,13,1,78,50,4,5.0,250.0
MACAPA - ANAJAS,PASSAGEIRO/CARGA GERAL,MADEIRA,25.0,2.0,1.7,1.7,180,12,1,130,36,1,99,100,5,17.0,450.0
TABATINGA - BENJAMIN CONSTANT,CHATA,FIBRA,8.6,2.1,0.5,0.65,200,30,1,15,3,0,22,12,1,0.5,50.0
MAUES - RIO PARACUNI,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,6.0,1.8,2.1,240,15,3,72,15,2,75,60,4,10.0,155.0
MANAUS - MANACAPURU,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,6.0,1.9,2.4,190,16,1,72,12,1,80,56,3,2.0,200.0
TABATINGA - BENJAMIN CONSTANT,CHATA,FIBRA,8.0,2.1,0.4,1.0,200,40,1,11,3,1,18,8,1,0.5,45.0
SANTAREM - PRAINHA,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,6.0,1.9,2.75,315,13,1,140,29,2,82,120,4,7.0,450.0
MANAUS - MANICORE,PASSAGEIRO/CARGA GERAL,ACO NAVAL,41.02,9.0,2.06,2.6,600,18,1,142,25,2,303,120,7,8.0,700.0
BELEM - CACHOEIRA DO ARARI,PASSAGEIRO/CARGA GERAL,MADEIRA,13.0,4.0,1.5,2.5,280,15,2,160,28,1,98,138,4,6.0,350.0
BAGRE - BREVES,LANCHA,ALUMINIO,20.0,4.0,0.71,2.0,464,25,1,5,2,1,55,4,4,2.0,100.0
BELEM - BOA VISTA DO ACARA,PASSAGEIRO,MADEIRA,13.0,2.6,0.8,1.0,114,10,1,8,5,1,35,10,2,0.5,8.0
TABATINGA - BENJAMIN CONSTANT,CHATA,FIBRA,7.2,1.9,0.6,1.0,200,32,1,11,3,1,17,8,1,0.5,45.0
SANTAREM - ARAPIUNS,PASSAGEIRO/CARGA GERAL,MADEIRA,17.0,4.6,1.2,1.4,500,12,1,20,4,1,50,20,2,10.0,350.0
ORIXIMINA - PORTO TROMBETAS,PASSAGEIRO/CARGA GERAL,MADEIRA,24.7,6.3,1.92,2.4,313,12,1,190,34,0,100,162,5,4.0,350.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,18.0,5.0,1.2,1.75,420,30,1,35,7,0,50,0,2,2.0,150.0
BELEM - MUANA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,41.0,8.6,1.2,3.0,915,16,1,300,50,2,322,248,4,5.0,500.0
MANAUS - CODAJAS,PASSAGEIRO/CARGA GERAL,MADEIRA,22.0,6.0,1.3,1.9,367,12,1,75,15,1,65,60,4,14.0,600.0
BELEM - BOA VISTA DO ACARA,PASSAGEIRO,MADEIRA,14.0,2.0,0.7,1.5,149,10,1,16,4,0,46,10,2,0.5,5.0
SANTAREM - ARAPIUNS,PASSAGEIRO/CARGA GERAL,MADEIRA,18.0,5.0,1.2,1.4,300,15,1,50,10,1,80,42,2,8.0,200.0
CAMETA - LIMOEIRO DO AJURU,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,3.9,1.3,1.6,200,15,1,68,15,0,30,60,3,3.0,60.0
ABAETETUBA - LIMOEIRO DO AJURU,LANCHA,ALUMINIO,22.8,2.81,0.7,1.0,215,22,2,18,5,1,90,0,3,2.0,145.0
MACAPA - AFUA,PASSAGEIRO,MADEIRA,21.0,4.9,1.0,3.0,190,10,1,30,7,1,47,25,3,4.0,400.0
AUTAZES - ITACOATIARA,CHATA,MADEIRA,21.0,5.7,2.0,2.8,170,20,3,18,3,2,50,15,6,6.0,150.0
ITAITUBA - AVEIRO,PASSAGEIRO/CARGA GERAL,MADEIRA,17.5,4.1,0.8,1.2,160,12,1,18,6,1,33,18,3,8.0,120.0
BELEM - ARAPARI,PASSAGEIRO/CARGA GERAL,ACO NAVAL,34.0,6.0,1.5,2.2,550,14,1,23,8,1,410,0,4,0.8,23.0
GURUPA - BREVES,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,5.5,1.5,1.8,400,12,1,50,12,1,60,45,2,14.0,300.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,18.0,3.8,1.3,1.6,380,28,1,35,7,0,50,0,2,2.0,150.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,17.0,3.8,1.4,1.9,390,30,1,35,7,0,60,0,2,2.0,150.0
BELEM - BARCARENA,LANCHA,ALUMINIO,25.0,3.5,2.0,3.0,440,29,1,25,3,1,89,0,3,0.8,60.0
SANTAREM - CACHOEIRA DO ARUA,PASSAGEIRO/CARGA GERAL,MADEIRA,13.8,3.73,0.6,1.0,156,15,2,5,2,1,40,5,3,10.0,300.0
ABAETETUBA - MUANA,PASSAGEIRO,MADEIRA,22.68,5.47,1.0,1.8,270,10,1,55,8,1,83,50,4,3.5,200.0
AUTAZES - BORBA,CHATA,MADEIRA,17.0,6.0,1.5,2.0,114,16,1,20,3,1,60,15,3,12.0,300.0
MACAPA - BAILIQUE,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,6.0,2.0,2.5,190,12,2,75,18,1,60,60,5,12.0,300.0
MANAUS - BERURI,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,5.5,1.4,1.5,160,12,1,110,20,1,87,80,3,9.0,600.0
BELEM - BARCARENA,LANCHA,ALUMINIO,17.0,3.45,1.2,1.9,215,22,1,18,5,0,88,0,3,0.8,70.0
BELEM - SAO FRANCISCO,LANCHA,ALUMINIO,22.0,3.45,1.2,1.6,550,24,1,18,4,1,102,0,3,0.8,75.0
SANTAREM - CURUA,PASSAGEIRO/CARGA GERAL,MADEIRA,21.8,5.6,1.1,1.8,200,10,2,58,12,2,80,50,4,7.0,150.0
SANTAREM - ARAPIUNS,PASSAGEIRO/CARGA GERAL,MADEIRA,16.0,4.8,1.2,1.4,610,10,2,19,5,0,45,16,2,10.0,350.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,28.0,6.2,1.35,1.7,800,15,2,40,9,2,350,0,4,0.8,50.0
BARREIRINHA - BOA VISTA DO RAMOS,LANCHA,ALUMINIO,9.0,2.3,1.0,1.3,150,15,1,17,3,0,32,15,2,2.0,150.0
SANTAREM - ITAITUBA,LANCHA,ALUMINIO,29.0,5.6,0.8,1.4,1200,26,1,35,7,1,138,0,3,6.0,600.0
SANTAREM - PORTO DE MOZ,LANCHA,ALUMINIO,19.0,3.1,1.0,1.6,475,25,1,35,7,1,65,0,3,10.0,700.0
PARINTINS - BARREIRINHA,LANCHA,ALUMINIO,10.0,3.0,1.5,2.0,130,12,1,8,2,0,35,0,2,5.0,500.0
MANAUS - CACAU PEREIRA,PASSAGEIRO,ALUMINIO,15.0,3.1,0.5,1.15,290,20,1,26,5,0,50,20,5,0.3,10.0
PORTO DE MOZ - GURUPA,LANCHA,ALUMINIO,15.0,3.0,1.3,1.5,500,20,1,25,5,1,32,0,2,1.8,100.0
MANAUS - CACAU PEREIRA,LANCHA,ALUMINIO,13.75,2.4,1.25,1.73,390,22,2,35,7,0,49,0,1,0.3,9.0
BARREIRINHA - PEDRAS,LANCHA,ALUMINIO,11.0,4.1,1.5,2.0,150,15,1,16,3,0,30,12,2,1.0,50.0
MANAUS - CACAU PEREIRA,PASSAGEIRO,ALUMINIO,17.3,2.2,0.4,1.1,294,24,1,35,8,0,64,28,3,0.3,10.0
BOA VISTA DO RAMOS - MAUES,LANCHA,MADEIRA,18.0,3.0,1.0,2.5,144,12,1,22,5,2,40,18,2,2.5,300.0
